NACA 0018
     0.166178   -0.039842
     0.169772   -0.039687
     0.173387   -0.039517
     0.177025   -0.039332
     0.180683   -0.039132
     0.184362   -0.038917
     0.188060   -0.038688
     0.191777   -0.038444
     0.195512   -0.038186
     0.199265   -0.037914
     0.203034   -0.037629
     0.206819   -0.037330
     0.210620   -0.037018
     0.214435   -0.036693
     0.218263   -0.036356
     0.222105   -0.036006
     0.225959   -0.035644
     0.229824   -0.035270
     0.233700   -0.034884
     0.237586   -0.034487
     0.241481   -0.034079
     0.245384   -0.033660
     0.249294   -0.033231
     0.253210   -0.032791
     0.257132   -0.032341
     0.261059   -0.031882
     0.264990   -0.031413
     0.268923   -0.030935
     0.272859   -0.030448
     0.276795   -0.029953
     0.280731   -0.029449
     0.284667   -0.028937
     0.288600   -0.028417
     0.292530   -0.027890
     0.296456   -0.027356
     0.300378   -0.026815
     0.304293   -0.026267
     0.308200   -0.025713
     0.312099   -0.025153
     0.315989   -0.024587
     0.319868   -0.024016
     0.323735   -0.023439
     0.327588   -0.022858
     0.331427   -0.022272
     0.335250   -0.021682
     0.339056   -0.021089
     0.342844   -0.020491
     0.346611   -0.019891
     0.350357   -0.019288
     0.354080   -0.018682
     0.357779   -0.018074
     0.361452   -0.017464
     0.365097   -0.016854
     0.368712   -0.016242
     0.372296   -0.015629
     0.375847   -0.015017
     0.379364   -0.014405
     0.382843   -0.013794
     0.386283   -0.013185
     0.389682   -0.012577
     0.393038   -0.011972
     0.396348   -0.011370
     0.399610   -0.010772
     0.402820   -0.010178
     0.405977   -0.009589
     0.409077   -0.009007
     0.412118   -0.008430
     0.415095   -0.007862
     0.418006   -0.007302
     0.420846   -0.006751
     0.423611   -0.006211
     0.426297   -0.005682
     0.428898   -0.005167
     0.431410   -0.004666
     0.433825   -0.004181
     0.436138   -0.003714
     0.438339   -0.003266
     0.440420   -0.002841
     0.442369   -0.002440
     0.444173   -0.002067
     0.445815   -0.001726
     0.447272   -0.001423
     0.448510   -0.001164
     0.449471   -0.000962
     0.450000   -0.000851
