20,0.84906656780539,0.22205554106455
40,0.722697023704358,0.203505713135255
60,0.609527329524745,0.189428779588702
80,0.667097780685996,0.196428985976909
100,0.61192007145295,0.189485862441146
120,0.61241068039829,0.189514282816241
140,0.628239236093817,0.191524023001977
160,0.640795861690356,0.193142308821893
180,0.637914220357699,0.192779694114143
200,0.613259851027104,0.189586301462602
220,0.633727256535852,0.192250902965351
240,0.61344407682623,0.189607322805199
260,0.630827252397461,0.19188302175803
280,0.629686519317317,0.19173788705763
300,0.621068283603277,0.190608990856369
320,0.613658162051659,0.189635223674449
340,0.613694047483194,0.189640330977301
