NACA 0018
 Alfa =  15.00000 Re =        0.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp
   1.00000  0.00189  0.56349
   0.99215  0.00354  0.35910
   0.97925  0.00620  0.26600
   0.96496  0.00911  0.19153
   0.94931  0.01224  0.12926
   0.93238  0.01555  0.07243
   0.91435  0.01901  0.01980
   0.89542  0.02257 -0.03057
   0.87581  0.02617 -0.07841
   0.85570  0.02978 -0.12499
   0.83523  0.03337 -0.17020
   0.81452  0.03691 -0.21448
   0.79364  0.04040 -0.25810
   0.77266  0.04382 -0.30144
   0.75160  0.04715 -0.34452
   0.73051  0.05041 -0.38818
   0.70941  0.05358 -0.43191
   0.68830  0.05665 -0.47630
   0.66721  0.05963 -0.52160
   0.64615  0.06251 -0.56769
   0.62513  0.06528 -0.61495
   0.60416  0.06794 -0.66377
   0.58324  0.07048 -0.71389
   0.56239  0.07290 -0.76559
   0.54163  0.07520 -0.81949
   0.52095  0.07736 -0.87513
   0.50038  0.07937 -0.93294
   0.47991  0.08124 -0.99323
   0.45958  0.08296 -1.05639
   0.43938  0.08451 -1.12179
   0.41934  0.08588 -1.19048
   0.39947  0.08707 -1.26247
   0.37979  0.08808 -1.33792
   0.36032  0.08888 -1.41672
   0.34108  0.08948 -1.49995
   0.32211  0.08986 -1.58723
   0.30344  0.09002 -1.67894
   0.28511  0.08995 -1.77545
   0.26716  0.08965 -1.87726
   0.24964  0.08911 -1.98409
   0.23262  0.08833 -2.09653
   0.21616  0.08732 -2.21477
   0.20031  0.08609 -2.33820
   0.18515  0.08465 -2.46783
   0.17073  0.08302 -2.60270
   0.15711  0.08122 -2.74347
   0.14431  0.07928 -2.88869
   0.13234  0.07722 -3.03937
   0.12120  0.07507 -3.19431
   0.11088  0.07285 -3.35398
   0.10133  0.07058 -3.51750
   0.09251  0.06827 -3.68658
   0.08438  0.06595 -3.85858
   0.07687  0.06361 -4.03542
   0.06995  0.06127 -4.21724
   0.06354  0.05894 -4.40271
   0.05762  0.05661 -4.59441
   0.05214  0.05428 -4.79045
   0.04706  0.05196 -4.99098
   0.04235  0.04964 -5.19731
   0.03797  0.04732 -5.40635
   0.03390  0.04500 -5.62188
   0.03012  0.04268 -5.83875
   0.02661  0.04035 -6.05965
   0.02334  0.03801 -6.27837
   0.02032  0.03566 -6.49333
   0.01753  0.03329 -6.70501
   0.01495  0.03091 -6.90112
   0.01259  0.02850 -7.08183
   0.01043  0.02608 -7.23411
   0.00848  0.02363 -7.35551
   0.00674  0.02116 -7.42177
   0.00520  0.01867 -7.43824
   0.00386  0.01616 -7.38544
   0.00273  0.01365 -7.24936
   0.00180  0.01113 -7.03942
   0.00107  0.00861 -6.74778
   0.00053  0.00611 -6.38164
   0.00019  0.00364 -5.96072
   0.00002  0.00120 -5.49955
   0.00002 -0.00120 -5.02935
   0.00019 -0.00364 -4.54211
   0.00053 -0.00611 -4.02365
   0.00107 -0.00861 -3.49331
   0.00180 -0.01113 -2.95953
   0.00273 -0.01365 -2.43475
   0.00386 -0.01616 -1.93958
   0.00520 -0.01867 -1.47867
   0.00674 -0.02116 -1.06279
   0.00848 -0.02363 -0.69465
   0.01043 -0.02608 -0.37295
   0.01259 -0.02850 -0.09673
   0.01495 -0.03091  0.13602
   0.01753 -0.03329  0.33138
   0.02032 -0.03566  0.49263
   0.02334 -0.03801  0.62399
   0.02661 -0.04035  0.72978
   0.03012 -0.04268  0.81374
   0.03390 -0.04500  0.87834
   0.03797 -0.04732  0.92697
   0.04235 -0.04964  0.96136
   0.04706 -0.05196  0.98405
   0.05214 -0.05428  0.99639
   0.05762 -0.05661  0.99999
   0.06354 -0.05894  0.99600
   0.06994 -0.06127  0.98556
   0.07687 -0.06361  0.96938
   0.08438 -0.06595  0.94852
   0.09251 -0.06827  0.92362
   0.10133 -0.07058  0.89503
   0.11088 -0.07285  0.86389
   0.12120 -0.07507  0.83045
   0.13234 -0.07722  0.79541
   0.14431 -0.07928  0.75938
   0.15711 -0.08122  0.72282
   0.17073 -0.08302  0.68642
   0.18515 -0.08465  0.65064
   0.20031 -0.08609  0.61590
   0.21615 -0.08732  0.58257
   0.23262 -0.08833  0.55081
   0.24964 -0.08911  0.52098
   0.26716 -0.08965  0.49296
   0.28511 -0.08995  0.46696
   0.30344 -0.09002  0.44294
   0.32211 -0.08986  0.42087
   0.34108 -0.08948  0.40044
   0.36032 -0.08888  0.38182
   0.37979 -0.08808  0.36491
   0.39947 -0.08707  0.34928
   0.41934 -0.08588  0.33505
   0.43938 -0.08451  0.32239
   0.45958 -0.08296  0.31048
   0.47991 -0.08124  0.29996
   0.50038 -0.07937  0.29040
   0.52095 -0.07736  0.28167
   0.54163 -0.07520  0.27382
   0.56239 -0.07290  0.26674
   0.58324 -0.07048  0.26045
   0.60416 -0.06794  0.25482
   0.62513 -0.06528  0.24983
   0.64615 -0.06251  0.24547
   0.66721 -0.05963  0.24181
   0.68830 -0.05665  0.23879
   0.70941 -0.05358  0.23630
   0.73051 -0.05041  0.23447
   0.75160 -0.04715  0.23374
   0.77266 -0.04382  0.23314
   0.79364 -0.04040  0.23402
   0.81452 -0.03691  0.23579
   0.83523 -0.03337  0.23848
   0.85570 -0.02978  0.24294
   0.87581 -0.02617  0.24892
   0.89542 -0.02257  0.25704
   0.91435 -0.01901  0.26781
   0.93238 -0.01555  0.28162
   0.94931 -0.01224  0.29982
   0.96496 -0.00911  0.32431
   0.97925 -0.00620  0.35932
   0.99214 -0.00354  0.41388
   1.00000 -0.00189  0.56349
